Year,Title,Abstract,Authors,Affiliations,URL
2013,Computational complexity analysis for cognitive scientists,"Many computational- or rational-level models of cognition postulate computations that appear to be computationally intractable (e.g., NP-hard or worse). Formally, this means that the postulated computations consume an exponential amount of time. Informally, this means that the postulated computations do not scale in any obvious way to explain how the modeled cognitive capacities can operate in the real world outside the lab. This problem of intractability is quite common in cognitive science. It is observed in practically all domains of cognition, including, for instance, perception, language, reasoning, categorization, decision-making, and motor planning. It is also not specific to any particular class of models, as it can arise for symbolic, connectionist, probabilistic (e.g. Bayesian), dynamical, logic-based, and even heuristic models of cognition.",>Iris van Rooij>Johan Kwisthout>Mark Blokpoel>Todd Wareham,">Donders Institute for Brain, Cognition, and Behaviour>Donders Institute for Brain, Cognition, and Behaviour>Donders Institute for Brain, Cognition, and Behaviour>Memorial University of Newfoundland",https://mindmodeling.org/cogsci2013/papers/0018/index.html
2013,Progress in Joint Action Research,"Joint action is an increasingly popular topic in Cognitive Science. This popularity reflects a recent theoretical trend of postulating, in one way or another, that human perception, action, and cognition are geared to enable successful coordination and communica¬tion with others. The speakers in the symposium will provide an overview of current progress in joint action research. Their contributions will address a wide range of phenomena ranging from tight temporal coordination to shared planning and discourse processes. Together, the contributions will illustrate that social constraints affect cognitive processing in a deeper sense than the more traditional notion of specific modules for social perception and social reasoning would suggest.",>Susan E. Brennan>Daniel Richardson>Michael J. Richardson>Andreas Roepstorff>Natalie Sebanz>Günther Knoblich,">Department of Psychology, Sony Brook University>Cognitive, Perceptual and Brain Sciences, University College London>Center for Cognition, Action, and Perception, University of Cincinnati>Interacting Minds Centre, Aarhus University>Cognitive Science Department, Central European University>Cognitive Science Department, Central European University",https://mindmodeling.org/cogsci2013/papers/0019/index.html
2013,Language and Gesture Evolution,"In humans, gestural communication is closely intertwined with language: adults perform a variety of manual gestures, head movements and body postures while they are talking, children use gestures before they start to speak, and highly conventionalized sign systems can even replace spoken language. Because of this role of gestures for human com-munication, theories of language evolution often propose a gestural origin of language. In searching for the evolutionary roots of language, a comparative approach is often used to investigate whether any precursors to human language are also present in our closest relatives, the great apes, because of our shared phylogenetic history. Therefore, the aim of this symposium is to present recent progress in the field of language evolution from both a developmental and compa-rative perspective and to discuss the question if and to what extent a comparison with nonhuman primates is suitable to shed light on possible scenarios of language evolution.",>Joseph Call>Susan Goldin-Meadow>Cat Hobaiter>Katja Liebal>Michael Tomasello,">Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology>University of Chicago>School of Psychology and Neuroscience, University of St. Andrews>Department of Education and Psychology, Freie Universität Berlin>Department of Developmental and Comparative Psychology, Max Planck Institute for Evolutionary Anthropology",https://mindmodeling.org/cogsci2013/papers/0020/index.html
2013,New Frameworks of Rationality,"The nature and extent of human rationality is an issue of ongoing debate. In the last two decades, this debate has been enlivened by the development and application of new theoretical frameworks. These include Bayesian notions of adjusting and using uncertain beliefs in an inductive manner as well as deductive probability-based logics as normative guidelines against which to weigh human judgments and decisions; the notion of ecological rationality based on lean and frugal heuristics well adapted to the structure of the environment; the notion of meta-cognitive myopia according to which people are accurate and sensitive in the processing the information in a given sample of observations, but are blind and naive to the history and validity of the sampled data; and game theory.",>Nick Chater>Klaus Fiedler>Gerd Gigerenzer>Karl Christoph Klauer>Mike Oaksford>Keith Stenning,">University of Warwick, Coventry, UK>Universität Heidelberg>Max Planck Institute for Human Development>Universität Freiburg>Birkbeck College London>University of Edinburgh",https://mindmodeling.org/cogsci2013/papers/0021/index.html
2013,Mechanistic Developmental Process: Rumelhart Prize Symposium in Honor of Linda Smith,"Traditional views of cognition, cognitive development, and word learning have viewed knowledge as divorced from processes of perceiving and acting. Linda Smith has championed a dynamic, mechanistic, and processoriented view of cognition and focused on questions of development. She has shown how knowledge is embedded in, distributed across, and inseparable from the processes of perceiving and acting in the world. In so doing, she has enabled a new understanding of the nature of cognition and of how new ways of thinking come to be. This Rumelhart symposium in her honor illustrates how this focus on developmental process changes the questions asked and our resulting understanding of cognition. The five speakers will examine the developmental process of word learning from different vantage points ranging from perceptual to social to cognitive, and spanning multiple periods from the first words to rapid vocabulary growth to the building of semantic networks.",>Larissa K. Samuelson>Anthony Morse>Chen Yu>Eliana Colunga>Thomas Hills,"> Department of Psychology and DeLTA Center, University of Iowa>Cntre for Robotics and Neural Systems, Plymouth University>Department of Psychological and Brain Sciences, Indiana University>Department of Psychology and Neuroscience, University of Colorado Boulder>Department of Psychology, University of Warwick",https://mindmodeling.org/cogsci2013/papers/0022/index.html
2013,Glushko Dissertation Prize Symposium,"The Annual Glushko Dissertation Prize in Cognitive Science was established in 2011 as a way to promote future growth in cognitive science, and encourage students to engage in interdisciplinary efforts to understand minds. The prize is jointly sponsored by the Cognitive Science Society and the Robert J. Glushko and Pamela Samuelson Foundation, and honors young researchers conducting ground breaking research in cognitive science. The immediate goal is to recognize outstanding efforts to bridge between the areas that impinge on cognitive science and create theories of general interest to the multiple fields concerned with scientifically understanding the nature of minds and intelligent systems. Encouraging junior researchers to engage in these enterprises is one of the best ways to assure a robust future for cognitive science. The overarching goal is to promote a unified cognitive science, consistent with the belief that understanding how minds work will require the synthesis of many different empirical methods, formal tools, and analytic theories. This symposium showcases the PhD research projects of the 2013 winners of the Glushko Dissertation Prizes. 2013 marks the first year that a symposium has been formed to assemble and showcase Glushko Prize winners’ research. The prize-winning projects involve research on linguistic compositionality, understanding pictorial narratives, learning object-to-name mappings from complex environments, spatial problem solving, and visual awareness. The recruited research methods include neuroimaging, computational modeling, formal linguistic modeling, corpus analysis, psychological experiments, and theoretical analysis. Taken as a whole, the research projects strongly reinforces the view that contemporary cognitive science research is highly diverse, rigorous, creative, and fertile.",>Douglas Knox Bemis>Neil Cohn>George Kachergis>Andrew Lovett>Robert L. Goldstone,">NSERM-CEA Cognitive Neuroimaging Unit CEA/SAC/DSV/DRM/Neurospin Center>Center for Research in Language University of California>Cognitive Psychology Unit Leiden Institute for Brain and Cognition>Dept. of Electrical Engineering & Computer Science Northwestern University>Department of Psychological and Brain Sciences, and Program in Cognitive Science Indiana University",https://mindmodeling.org/cogsci2013/papers/0023/index.html
2013,Communicative Intentions in the Mind/Brain,"The nature of intentions is a perpetual locus of interest for investigators of the human mind. Both occidental and oriental philosophical traditions treat intentions as the root of behavior; and many possible classifications have been offered in order to try to systematize the different types of intention. Moreover, recognition of intentions in others appears to be central to child development, and necessary for becoming a competent member of the society. Recent work in the social neurosciences has focused, in particular, on social intentions, which may underpin the human predisposition toward joint, collaborative behavior. Communicative intentions are particularly central, yet have a puzzling recursive form.",>Bruno Bara>Nick Chater>Michael Tomasello>Rosemary Varley,">Center for Cognitive Science, Univ Torino, Torino, Italy>Warwick Business School>Max Planck Institute for Evolutionary Anthropology, Leipzig>University College London",https://mindmodeling.org/cogsci2013/papers/0024/index.html
2013,Exploring Cognitive Diversity Across Disciplines and Cultures,"Since the cognitive revolution, a widely held assumption has been that—whereas content may vary across cultures—cognitive processes would be universal, especially those on the more basic levels. Even if scholars do not fully subscribe to this assumption, they often conceptualize, or tend to investigate, cognition as if it were universal (Henrich, Heine, & Norenzayan, 2010). The insight that universality must not be presupposed but scrutinized is now gaining ground, and cognitive diversity has become one of the hot (and controversial) topics in the field (Norenzayan & Heine, 2005). We argue that, for scrutinizing the cultural dimension of cognition, taking an anthropological perspective is invaluable, not only for the task itself, but for attenuating the home-field disadvantages that are inescapably linked to cross-cultural research (Medin, Bennis, & Chandler, 2010).",>Andrea Bender>Sieghard Beller>Daniel Haun>Cristine Legare>Asifa Majid>Bethany Ojalehto>Douglas Medin,">University of Freiburg, Germany>University of Paderborn, Germany>Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany>University of Texas at Austin>Center for Language Studies, Radboud University Nijmegen>Department of Psychology, Northwestern University>Department of Psychology, Northwestern University",https://mindmodeling.org/cogsci2013/papers/0025/index.html
2013,"What if? Counterfactual reasoning, pretense, and the role of possible worlds","Counterfactual thinking, where one envisions alternative pos- sible events and their outcomes, is hypothesized to be one of the primary ways in which we reason about causal relation- ships (e.g., Pearl, 2000; Woodward, 2003). Recent compu- tational and experimental work suggests that both adults and children may reason about causality in a manner consistent with probabilistic graphical models – coherent, complex rep- resentations of causal structure that allow distinctive kinds of inferences (e.g., Gopnik et al., 2004; Griffiths & Tenenbaum, 2009). In particular, the causal models approach supports and distinguishes two types of inferences, predictions, on the one hand, and interventions, including counterfactual inter- ventions, on the other. In predictions, we take what we think is true now as a premise and then use the model to calculate what else will be true. In counterfactuals, we take some value of the model that we currently think is not true as a premise, and calculate what would follow if it were.",>Daphna Buchsbaum>Caren Walker>Alison Gopnik>Nick Chater>David Danks>Christopher Lucas>Charles Kemp>Eva Rafetseder>Josef Perner,">University of California, Berkeley>University of California, Berkeley>University of California, Berkeley>University of Warwick>Carnegie Mellon University>Carnegie Mellon University>Carnegie Mellon University>University of Salzburg>University of Salzburg",https://mindmodeling.org/cogsci2013/papers/0026/index.html
2013,"Time and Causality: Mutual Constraints; Insights from Event and Time Perception, Motor Control, and Gaming",,>Marc Buehner>David Lagnado>Christos Bechlivanidis>Marc Ernst>Marieke Rohde>Michael Young,">Cardiff University>University College London>University College London>Universität Bielefeld, Germany>Universität Bielefeld, Germany>Kansas State University",https://mindmodeling.org/cogsci2013/papers/0027/index.html
2013,Sequential Sampling Models Representing a Unifying Framework of Human Decision Making,"Sequential sampling models have been applied for describing the cognitive processes underlying various psychological processes such as memory, perception, or value-based decision making. They share the common assuming that people accumulate information stochastically over time and once the accumulated information passes a decision boundary a response is made. Depending on the cognitive domain the models differ in the specific nature of the accumulation process. In particular, they differ in their assumption about what type of information is processed, how the information is represented, and how the boundary is defined.",>Jerome Busemeyer>Adele Diederich>Andrew Heathcote>Antonio Rangel>Jörg Rieskamp>Marius Usher,>Indiana University>Jacobs University>University of Newcastle>California Institute of Technology>University of Basel>University of Tel Aviv,https://mindmodeling.org/cogsci2013/papers/0028/index.html
2013,Multiword Sequences as Building Blocks for Language: Insights into First and Second Language Learning,"Many grammatical frameworks view words and rules as the basic building blocks of language, with multiword sequences being treated as peripheral exceptions in the form of idioms, etc.. The new millennium, however, has seen a shift toward construing multiword sequences not as linguistic rarities but as important building blocks for language acquisition and processing. Based on a growing bulk of evidence of sensitivity to multiword sequences in language learning and use, multiword sequences have come to figure prominently in many current approaches to language, including item-based learning, formulaic language, usage-based language processing, and chunk-based learning. This symposium brings together experts from these different approaches to language to explore the idea that first and second language learners differ with respect to their ability to use multiword building blocks to learn and process language, and that this difference affects learning strategies and outcomes.",>Morten H. Christiansen>Inbal Arnon>Elena Lieven>Alison Wray,>Cornell University>University of Haifa>University of Manchester>Cardiff University,https://mindmodeling.org/cogsci2013/papers/0029/index.html
2013,Distributed remembering in a social context: Effects of communicating a shared past on what is remembered,"Remembering frequently involves collaboration among two or more individuals, often taking the form of a conversation. In some conversations, one person conveys new information to another, as when a daughter announces to her mother that she is engaged. In other conversations, two people talk to each other about a shared past, as when a couple reminisce about the evening on which they became engaged. The later instance has the potential to shape both what emerges in the discussion, as when one participant scaffolds the remembering of the other. It also has the potential to reshape how participants might subsequently remember the material, with the possibility that the memories of the participants will become more similar. In other words, what people remember is, in part, the result of how they jointly recount the past with others. Yet, despite the critical contribution of joint conversational remembering to memory, detailed study of this phenomenon is only beginning to be undertaken. The objective of this symposium is to bring together several strands of research that explores conversational, or, more generally, communicative influences on memory. The speakers offer a range of different approaches. Dr. Stone explores how public speeches can induce forgetting as well as reinforce memories across a large population and thereby promote a mnemonic convergence through a single social interaction. Dr. Echterhoff considers the role of motivation in moderating conversational influences. Dr. Coman investigates whether these conversational influences propagate across large networks of individuals and can thereby promote a mnemonic convergence. Dr. Edelson examines the neuroscience underlying memory conformity. And Dr. Michaelian engages the philosophical underpinning of the concept of collective memory. In a short summation, Dr. Hirst places these papers in the larger context of social aspects of memory and moderates further discussion.",>Alin Coman>Gerald Echterhoff>Micah Edelson>William Hirst>Kourken Michaelian>Charles Stone,">Princeton University>University of Muenster>Weizmann Institute>New School for Social Research, New York, NY, United States>Bilkent University>Catholic University of Leuven",https://mindmodeling.org/cogsci2013/papers/0030/index.html
2013,Beyond Synchrony: Complementarity and Asynchrony in Joint Action,"A widespread and powerful model of socially interactive behavior is ‘synchrony’ (Jirsa & Kelso, 2004): Numerous studies have thus recently indicated how individuals through social interaction become increasingly entrained on multiple levels from physiology to syntax: through interaction people synchronize their heart rates, their subtle postural sways, their gestures and gaze behaviors, align their lexicon and their syntax. However, emerging scholarship is increasingly attending to many instances in which patterns of complementary and asynchronous actions rather than synchronous ones seem to predict high levels of interpersonal coordination and joint performance. While some activities such as expertly timed rowing may afford interacting agents to synchronize their individual behaviours to reach high levels of joint performance, other types of joint activity – like playing a game of baseball – rather afford complementary actions: i.e. tightly coupled, reciprocal activity derived from different behaviours performed across an extended temporal sequence.",>Rick Dale>Riccardo Fusaroli>Dorthe Døjbak Håkonsson>Patrick Healey>Dan Mønster>John McGraw>Panagiotis Mitkidis>Kristian Tylén,">University of California, Merced>Aarhus University, Aarhus, Denmark>Aarhus University>Queen Mary University of London>Aarhus University>Aarhus University>Aarhus University>Aarhus University",https://mindmodeling.org/cogsci2013/papers/0031/index.html
2013,Computational and Cognitive Aspects of Narrative,"Narrative, a distinctly cognitive phenomenon, has long been of interest to the disciplines that comprise cognitive science. The past decade has seen a resurgence of work using computational methods to understand, manipulate, generate, and leverage narratives. This symposium, which is held in association with the Fourth International Workshop on Computational Models of Narrative (CMN'13), a satellite event of CogSci 2013, will focus on aspects of the scientific and computational understanding of narrative that intersect with cognitive science. The speakers and moderators are drawn from diverse fields including cognitive psychology, artificial intelligence, cognitive science, computational linguistics, and the humanities, and they will focus on a variety of topics including: narrative and its role in analogy, education, and persuasion; challenges in the representation of syntax, discourse, and semantics of narrative; psychological and neuropsychological aspects of narrative; and the growing integration of computational models of narrative in humanities research.",>Mark Finlayson>Bernhard Fisseni>Dedre Gentner>Richard Gerrig>Benedikt Loewe>Jeffrey Loewenstein>Inderjeet Mani>Jan Christoph Meister>R. Michael Young,">Massachusetts Institute of Technology>Universitaet Hamburg>Northwestern University>Stony Brook University>Universitaet Hamburg>University of Illinois, Urbana-Champaign, Champaign, IL, USA>Children's Organization of South East Asia>Universitaet Hamburg>North Carolina State University",https://mindmodeling.org/cogsci2013/papers/0032/index.html
2013,Structured cognitive representations and complex inference in neural systems,"The dream of cognitive neuroscience has always been a seamless integration of cognitive representations with neural machinery, but---despite decades of work---fundamental gaps remain. Part of the problem is that many contemporary theories of cognition are formulated in terms of representations and computations that are quite different from those used in computational neuroscience. Bridging this gap requires more than simply a translation between theoretical concepts in the two fields; what is needed is a more radical updating of neuroscience's theoretical vocabulary.",>Samuel Gershman>Joshua Tenenbaum>Alexandre Pouget>Matthew Botvinick>Peter Dayan,>Massachusetts Institute of Technology>Massachusetts Institute of Technology>University of Geneva>Princeton University>University College London,https://mindmodeling.org/cogsci2013/papers/0033/index.html
