Year,Title,Abstract,Authors,Affiliations,URL
2015,Causality and Agency Across Cultures and Languages,"Why does wood float on water? What made Jim shout at me, and why had he to be so offending? Who is responsible for my son’s sickness? And why should incest be wrong? All these questions share one important feature: They ask for causal explanations. Causality is a core concept in our attempts to make sense of the physical world and of social interactions; and this makes causal cognition a topic of prime interest for cognitive science. Yet, in spite of an increasing body of high-quality and high-profile research, most previous studies paid only incidental attention to the potential of cognitive and linguistic diversity in causal cognition.",>Sieghard Beller>Andrea Bender>Jürgen Bohnemeyer>Annelie Rothe-Wulf>York Hagmayer>Rita Astuti,">University of Bergen, Norway>University of Bergen, Norway>University at Buffalo SUNY, USA>University of Freiburg, Germany>University of Göttingen, Germany>London School of Economics, London, UK",https://mindmodeling.org/cogsci2015/papers/0011/index.html
2015,Communicating Cognitive Science: Improving Awareness and Understanding Among People Who are Not Ourselves,"As cognitive scientists, we invest enormous amounts of time in our graduate educations and careers learning to communicate our findings to others in the form of highly specialized research papers. Indeed, it is hard to imagine how the nuance and distinctions required to advance our science, or any science, could be communicated if such were not the case. However, our work is a public enterprise that is largely sustained by institutions that promise some return to the public good. In other fields, this return may be primarily in terms of ideas and insight into the human condition, as might be the case for archaeology and history. The return may be in new discoveries regarding our physical world, such as recent progress in nanomaterials that promise eventual translation into new forms of energy, transportation, and communication. Or it may be focused on the Pasteur’s Quadrant of research addressing a practical need.",>Kevin Gluck>Wayne Gray>Marsha Lovett>Art Markman>Jim Spohrer,">Air Force Research Laboratory>Rensselaer Polytechnic Institute, Troy, New York, United States>Carnegie Mellon University>University of Texas>IBM, San Jose, CA, United States",https://mindmodeling.org/cogsci2015/papers/0012/index.html
2015,Generative and Discriminative Models in Cognitive Science,"One popular distinction in machine learning is between discriminative and generative models (Ng & Jordan, 2001). Given the cross fertilization between research in human and machine learning, the time is ripe to ask whether the mind is a generative or discriminative learning device. This symposium tackles this question from a variety of perspectives. The aim is to explore the explanatory value of these two basic views of learning, which cut across existing distinctions in cognitive science (e.g., connectionist vs. Bayesian approaches).",>Brad Love>Michael Ramscar>Tom Griffiths>Matt Jones,">University College London>University of Tübingen>University of California, Berkeley>University of Colorado at Boulder",https://mindmodeling.org/cogsci2015/papers/0013/index.html
2015,Analogical Processes in Language Learning,"Language acquisition is a complex task, encompassing (at least) perception and categorization of phonemes, segmentation of speech, learning word meanings, and extracting morphological and syntactic regularities. The daunting nature of this task has led many to assume that a specialized module is required for language acquisition. Yet there is increasing evidence that general learning processes play a major role (e.g., Marcus et al, 1999; Saffran, Aslin & Newport, 1996). In this symposium we present the case that analogical comparison processes play an important role in language learning. We bring together empirical work addressing language acquisition in young children and second language learners, across three different levels of linguistic structure: phonology, lexical semantics, and syntax. Taken together, these studies suggest that analogical processes are important at every level of language learning.",>Bozena Pajak>Micah Goldwater>Dedre Gentner>Adele Goldberg>Ruxue Shao,>Northwestern. University>University of Sidney>Northwestern University>Princeton University>Northwestern University,https://mindmodeling.org/cogsci2015/papers/0014/index.html
2015,The Relevance of Alternative Possibilities throughout Cognition,"Research in a number of different fields has independently argued for the importance of providing a place for modality—that is, some way of representing alternative possibilities that could have happened, but actually did not (e.g., Kratzer, 2012; Lewis, 1973; Pearl, 2000). In each of these cases, the key insight has been that people’s understanding of the things that occur is shaped in some central way by their understanding of these alternative possibilities. Work throughout these fields has emphasized that people do not treat all alternative possibilities equally. Instead, they regard certain possibilities as relevant, while treating others as irrelevant (Portner, 2009; Roese, 1997). Within this research, one consistent theme has been that norms (statistical, moral, conventional, etc.) influence how these alternative possibilities are represented.",>Jonathan Phillips>Joshua Knobe>Andrew Shtulman>Charles Kalish>Anne Riggs>Christopher Hitchcock,>Harvard University>Yale University>Occidental College>University of Wisconsin Madison>University of Wisconsin Madison>California Institute of Technology,https://mindmodeling.org/cogsci2015/papers/0015/index.html
2015,Eye-tracking situated language comprehension: Immediate actor gaze versus recent action events,"Visual-world eye-tracking findings suggest visual cues rapidly affect spoken sentence comprehension. When participants saw an actor perform an action and then listened to a related sentence (NP1-VERB-ADV-NP2), they preferentially inspected the “recent” over another “future” event target, and this even when future events were much more frequent. The current studies assessed to which extent this recent-event preference is modulated by another situation-immediate cue to the future event target (an actor’s gaze). Half of the sentences referenced a future event, and the experimenter performed one “recent” action before and one “future” action after the sentence. On 50% of the trials, he gazed at the future target object during the verb (Experiment 1) or at verb onset (Experiment 2). Results showed that gaze and future tense together cued attention to the future target; however gaze did not completely override the recent event preference.",>Dato Abashidze>Pia Knoeferle>Maria Nella Carminati,">Cognitive Interaction Technology Excellence Cluster, Department of Linguistics Bielefeld University, Germany>Cognitive Interaction Technology Excellence Cluster, Department of Linguistics Bielefeld University, Germany>Cognitive Interaction Technology Excellence Cluster, Department of Linguistics Bielefeld University, Germany",https://mindmodeling.org/cogsci2015/papers/0016/index.html
2015,Effect of heaviness on the cognitive evaluation process,"The aim of this study was to clarify how the sense of heaviness changes our cognition. According to recent studies in cognitive science, intelligent human behaviors ranging from perception to inference are not closed mental processes; rather, they are affected by body and action (Wilson, 2002; Gibbs, 2005; Proffitt, 2006). In previous studies, the sense of heaviness activated concepts metaphorically related to heaviness, and changed impressions accordingly. However, previous studies have not distinguished between subjective heaviness and physical weight. The purpose of this study was to clarify whether changes in impressions are due to subjective heaviness or physical weight. To examine this issue, a psychological experiment using a tasting task was conducted. The results confirmed that subjective heaviness influences evaluations of price and value.",>Keiga Abe,>Gifu Shotoku Gakuen University,https://mindmodeling.org/cogsci2015/papers/0017/index.html
2015,A Computational Approach to Modelling the Perception of Pitch and Tonality in Music,"The ability to extract meaningful relationships from sequences is crucial to many aspects of perception and cognition, such as speech and music. This paper explores how leading computational techniques may be used to model how humans learn abstract musical relationships, namely, tonality and octave equivalence. Rather than hard-coding musical rules, this model uses an unsupervised learning approach to glean tonal relationships from a musical corpus. We develop and test a novel input representation technique, using a perceptually-inspired harmonics-based representation, to bootstrap the model’s learning of tonal structure. The results are compared with behavioral data from listeners’ performance on a standard music perception task: the model effectively encodes tonal relationships from musical data, simulating expert performance on the listening task. Lastly, the results are contrasted with previous findings from a computational model that uses a more simple symbolic input representation of pitch.",>Kat Agres>Carlos Cancino>Maarten Grachten>Stefan Lattner,">Queen Mary, University of London, London>Austrian Research Institute for Artificial Intelligence>Austrian Research Institute for Artificial Intelligence>Austrian Research Institute for Artificial Intelligence",https://mindmodeling.org/cogsci2015/papers/0018/index.html
2015,Do potential past and future events activate the Lateral Mental Timeline?,"We tested whether potential events are represented along the lateral mental timeline. In Experiment 1 participants categorized the temporal reference of either factual or potential events and responded by means of a lateralized keypress. Factual events replicated prior findings: participants were faster to categorize past events with the left hand and future events with the right hand than when using the opposite mapping. Mainly, this also ocurred for potential events. Experiment 2 replicated this finding using pure blocks of potential events. In order to assess the automaticity of the mental timeline, Experiment 3 asked participants to judge whether the expressions referred to factual or potential events. There was no space-time congruency effect. Instead, participants faster categorized potential events with the left hand and factual events with the right hand than when using the opposite mapping, suggesting for the first time a link between the mental representations of space and potentiality.",>Roberto Aguirre>Julio Santiago,>Universidad de la República>Universidad de Granada,https://mindmodeling.org/cogsci2015/papers/0019/index.html
2015,A Rational Model for Individual Differences in Preference Choice,"Human preference choice suffers curious contextual effects: the relative preference between two multi-attribute options (e.g. cars with differing safety and economy ratings) can dramatically shift, depending on the presence/absence of additional options. This phenomenon defies any simple utility-based account of choice, and has been taken to imply irrationalities/sub-optimalities in human decision-making, or reflect idiosyncrasies in neural processing. Recently, we used a Bayesian model to show that these contextual effects are normative consequences of observers’ using options to learn about the “market"". However, it had an unsavory implication that all decision-makers asymptotically converge to the same beliefs/behavior. Here, we propose a new model that uses both market and personal utilities to make choices. This model still captures the contextual effects, while also allowing asymptotic differences in individual preferences and providing a general framework for explaining how consumption informs one's beliefs and preferences.",>Sheeraz Ahmad>Angela Yu,">University of California San Diego, San Diego, California, United States>University of California San Diego, La Jolla, CA, United States",https://mindmodeling.org/cogsci2015/papers/0020/index.html
2015,Motion event expressions in language and gesture: Evidence from Persian,"How do people conceptualize motion events and talk about them? The current study examines how gestural representations of motion events arise from linguistic expressions in Persian, which has characteristics of both Talmy’s satellite- and verb-framed languages. We examined native Persian speakers’ speech and gestures in describing 20 motion events. We focused on two motion event components: path (trajectory of motion like up) and manner (how the action is performed like jumping). Results indicated that when expressing motion, Persian speakers produced path in both speech and gesture, whereas manner was conveyed only through speech (mostly as adverbs). Additionally, dynamic gestures tended to occur in the same order they were uttered. The difference between path and manner findings asks for further research to examine language-gesture interaction in detail among different languages. Results also suggest refinement in gesture theories that argue for one-to-one correspondence between speech and gesture.",>Niloofar Akhavan>Nazbanou Nozari>Tilbe Goksun,">Koc University, Istanbul, Turkey>Johns Hopkins University, Baltimore>Koc University, Istanbul, Turkey",https://mindmodeling.org/cogsci2015/papers/0021/index.html
2015,Daxing with a Dax: Evidence of Productive Lexical Structures in Children,"In English, many words can be used flexibly to label artifacts, as nouns, or functional uses of those artifacts, as verbs (e.g., we can shovel snow with a shovel). Here, we examine whether young children form generalizations about flexibility from early in life and use such generalizations to predict new word meanings. In Experiment 1, we show that children spontaneously expected a novel verb referring to an action to also refer to the instrumental artifact used to perform that action. In Experiment 2, we show that this pattern extends to words that label novel actions involving novel artifacts, suggesting that children expect any word for an action to label the artifact that helps carry out that action. Experiment 3 traces how such generalizations may arise in development. In particular, we show that while four- and five-year-olds each expect words to label artifacts and their functions, three-year- olds may not.",>Sara Al-Mughairy>Ruthe Foushee>David Barner>Mahesh Srinivasan,">University of California, Berkeley>University of California, Berkeley, Berkeley, CA, USA>University of California, San Diego>University of California, Berkeley",https://mindmodeling.org/cogsci2015/papers/0022/index.html
2015,Visuo-Spatial Memory Processing and the Visual Impedance Effect,"Models of spatial reasoning often assume distinct visual and spatial representations. In particular, the visual impedance effect – slower response time when more visual details are represented in three-term series spatial reasoning tasks – has been taken as evidence for the distinctive roles of visual and spatial representations. In this paper, we show that a memory model of spreading activation based on the ACT-R architecture can explain the visual impedance effect without the assumption of distinct visual and spatial representations. Using the same memory representation, varying levels of visual features associated with an object are represented in the model. The visual impedance effect is explained by the spreading activation mechanism of ACT-R. The model not only provides a more parsimonious explanation to the visual impedance effect, but also leads to testable predictions of a wide range of memory effects in spatial reasoning.",>Rebecca Albrecht>Holger Schultheis>Wai-Tat Fu,>University Freiburg>Universität Bremen>University of Illinois at Urbana-Champaign,https://mindmodeling.org/cogsci2015/papers/0023/index.html
2015,Change your Mind: Investigating the Effects of Self-Explanation in the Resolution of Misconceptions,"We investigated the differential effects of self-explaining a refutational text, compared to thinking aloud or rereading. Undergraduate students (n = 105) read a refutational text about natural selection and were asked to either self-explain, think-aloud, or re-read the text. Then they completed a posttest that assessed general knowledge of natural selection. Students who self-explained the refutational text subsequently outperformed their peers on a test of their knowledge of natural selection. Additionally, the results suggest that both instructional and performance differences were significantly linked to the degree of causal cohesion present within students’ natural language responses to the text (i.e., self-explanations and think-alouds).",>Laura Allen>Danielle McNamara>Matthew McCrudden,">Arizona State University, Tempe, Arizona, USA>Arizona State University, Tempe, Arizona, USA>Victoria University of Wellington",https://mindmodeling.org/cogsci2015/papers/0024/index.html
2015,Go fishing! Responsibility judgments when cooperation breaks down,"Many social judgments hinge on assigning responsibility to individuals for their role in a group's success or failure. Often the group's success depends on every team member acting in a rational way. When someone does not conform to what others expect of them, cooperation breaks down. We present a computational model of responsibility judgments for individuals in a cooperative setting. We test the model in two behavioral experiments where participants were asked to evaluate agents acting in a cooperative, one-shot game. In Experiment 1, we show that participants' action predictions are consistent with a recursive reasoning model. In Experiment 2, we show that people's assignments of blame are influenced by both an agent's presumed rationality, or adherence to an expected policy, as well as the pivotality of the agent's actions, or how close the situation was to one in which the action would have made a difference to the outcome.",>Kelsey Allen>Julian Jara-Ettinger>Tobias Gerstenberg>Max Kleiman-Weiner>Josh Tenenbaum,">Massachusetts Institute of Technology, Cambridge, MA, US>Massachusetts Institute of Technology, Cambridge, Massachusetts, United States>Massachusetts Institute of Technology, Cambridge, Massachusetts, USA>Massachusetts Institute of Technology, Cambridge, Massachusetts, USA>Massachusetts Institute of Technology",https://mindmodeling.org/cogsci2015/papers/0025/index.html
2015,Cognition in reach: continuous statistical inference in optimal motor planning,"We study the projection of cognitive representations into continuous motor (reaching) responses with a computational model that unifies three influential approaches: accumulation of evidence, statistical inference, and optimal feedback control. We modeled a number comparison task that asked participants to respond with a reaching gesture. The model successfully reproduced subjects' pattern of reach and performance across varying difficulties of numerical comparison. Our model parameterized several potentially relevant cognitive variables, including a threshold, memory decay, and mental sampling rate. Remarkably, a threshold for movement was not needed for modeling human behavior when statistical inference is combined with optimal motor planning. Overall, the model indicates that the motor-system positions the effectors optimally, both biomechanically through an optimal feedback controller, and cognitively by means of continuous statistical inference on the available evidence.",>Santiago Alonso-Diaz>Jessica F. Cantlon>Steven T. Piantadosi,">Department of Brain and Cognitive Sciences, University of Rochester>Department of Brain and Cognitive Sciences, University of Rochester>Department of Brain and Cognitive Sciences, University of Rochester",https://mindmodeling.org/cogsci2015/papers/0026/index.html
2015,Social Cues Affect Grasping Hysteresis in ASD,"Healthy development leads to a fluid integration of competing constraints. A marker of such behavior is hysteresis, reflecting a multi-stable system that takes into account its immediate history. The current study investigates patterns of hysteresis in typically developing children (TD) and those diagnosed with Autism Spectrum Disorder (ASD). The task was to grasp and lift objects that increased in size, either from smallest to largest, or from largest to smallest. The objects could be picked up with one or two hands, marking a range of bi-stable behavior. Results of the grasping task showed hysteresis in TD children, whether or not the task was situated in the social context. In contrast, children with ASD showed hysteresis only in the non-social context. For both diagnostic groups, perseveration did not correlate to the degree of hysteresis, regardless of the presence or absence of social cues.",>Joseph Amaral>Heidi Kloos>Veronica Romero>Mike Richardson,">University of Cincinnati>University of Cincinnati>University of Cincinnati, Cincinnati, OH, United States>University of Cincinnati",https://mindmodeling.org/cogsci2015/papers/0027/index.html
2015,How Grammatical Gender Affects Perspective Taking,"This is the first study to examine the influence of gender-sex congruence (match or mismatch between grammatical gender markers and participant sex) on the embodied processing of first-person sentences and images with either an internal or an external perspective in a picture-sentence verification task in Bulgarian modeled on Brunye et al.’s (2009) experimental paradigm. Participants were shown not to discriminate between perspectives when the grammatical gender was congruent with their own sex, thus allowing for an agentive interpretation by the reader. However, in the gender-sex incongruent condition, a significant 83 ms effect of image perspective was observed indicating large processing costs for attempting to adopt an internal perspective when the participant’s sex was incompatible with the first-person gender marking, hence with action simulation from an egocentric perspective. These results are discussed in terms of embodiment specificity accounts and the experiential basis of grammar processing.",>Elena Andonova>Zornitsa Savcheva>Gergana Todorova,>New Bulgarian University>New Bulgarian University>New Bulgarian University,https://mindmodeling.org/cogsci2015/papers/0028/index.html
2015,Teaching Children to Attribute Second-order False Beliefs: A Training Study with Feedback,"There are several training studies that showed that it is possible to teach preschool children to pass first-order false belief tasks. However, the literature is missing analogous training effects for school-age children with respect to second-order false belief tasks. We focused on the role of feedback in the development of second-order false belief reasoning in two different conditions in 5- to 6-year-old children: (i) feedback with explanation, (ii) feedback without explanation. Children’s performance improved in both conditions. We argue that children who cannot yet pass the second-order false belief task reason about the false belief questions based on the reasoning strategy that they most frequently use in daily life (i.e. first-order or zero-order theory of mind). Moreover, we argue that children can revise their wrong reasoning strategy and change to the correct second-order reasoning strategy based on repeated exposure to the feedback “Correct/Wrong” together with the correct answer.",>Burcu Arslan>Rineke Verbrugge>Niels Taatgen>Bart Hollebrandse,>University of Groningen>University of Groningen>University of Groningen>University of Groningen,https://mindmodeling.org/cogsci2015/papers/0029/index.html
2015,The London Underground Diagram as an example of cognitive niche construction,"The London Underground Diagram (LUD) is a cognitive artifact and a well-known example of representational efficiency, having been copied by urban transportation systems worldwide. Here we describe the design of the LUD as an example of cognitive niche construction happening through iconic meaning of a problem space. We argue that the LUD's meaning is grounded on the offer of opportunities for action through diagrammaticity. Our examination suggest that iconicity is at the core the cognitive niche construction.",>Pedro Atã>João Queiroz,">Federal University of Juiz de Fora, Juiz de Fora, Brazil>Federal University of Juiz de Fora, Brazil",https://mindmodeling.org/cogsci2015/papers/0030/index.html
2015,Adults Track Multiple Hypotheses Simultaneously during Word Learning,"Cross-situational learning is a basic mechanism that enables people to infer the correct referent for a novel word by tracking multiple hypotheses simultaneously across exposures. Previous research has shown that adults are capable of exploiting cross-situational information, but recently this gradual statistical learning mechanism has been put under debate by researchers who argue that people learn via a fast mapping procedure. We compared the performance of adult participants on a word learning task in which information was manipulated cross-situationally with the performance of simulated learning strategies. Experimental evidence indicates that adults use cross-situational learning, which appears to be a robust mechanism that facilitates word learning even under cognitively demanding circumstances.",>Suzanne Aussems>Paul Vogt,">University of Warwick, United Kingdom>Tilburg center for Cognition and Communication, the Netherlands",https://mindmodeling.org/cogsci2015/papers/0031/index.html
2015,Applying Pattern-based Classification to Sequences of Gestures,"The pattern-based sequence classification system (PBSC) identifies regularly occurring patterns in sequential data and uses these patterns to predict meta-information. To illustrate the wide applicability of this approach, we classify speech-accompanying gestures produced by adults in order to predict their level of empathy. Previous research that focused on isolated gestures has shown that the frequency with which individuals produce certain speech-accompanying gestures is related to empathy. The current research extends these analyses by investigating the relationship between multi-gesture sequences and empathy. Patterns found in multi-gesture sequences prove to be more useful for predicting empathy levels in adults than patterns found in single gestures. This paper thus demonstrates that sequences of gestures contain additional information compared to gestures in isolation. More importantly, this study introduces PBSC as an effective method to incorporate time as an extra dimension in gestural communication, which can be extended to a wide range of sequential modalities.",>Suzanne Aussems>Mingyuan Chu>Sotaro Kita>Menno van Zaanen,">University of Warwick, United Kingdom>Max Planck Institute for Psycholinguistics, the Netherlands>University of Warwick, United Kingdom>Tilburg center for Cognition and Communication, the Netherlands",https://mindmodeling.org/cogsci2015/papers/0032/index.html
2015,Explaining Injustice in Speech: Individualistic vs. Structural Explanation,"Implicit bias has recently gained much attention in scholarly attempts to understand and explain different forms of social injustice by identifying causally relevant mental states in individual’ minds. Here we question the explanatory power of implicit bias in a particular type of injustice, testimonial injustice, and more generally in what we call speech injustice. Testimonial injustice occurs when the audience deflates a speaker’s credibility due to the speaker’s perceived social identity (Fricker, 2007). We identify two drawbacks of a widely accepted explanation attributing testimonial injustice to prejudices (e.g. implicit bias) in the mind of the hearer, and argue that further understanding of this phenomenon can be gained from a structural explanation that appeals to discursive conventions and interlocutors’ positions in the communicative exchange.",>Saray Ayala>Nadya Vasilyeva,">San Francisco State University, San Francisco, California, United States>University of California Berkeley, Berkeley, California, United States",https://mindmodeling.org/cogsci2015/papers/0033/index.html
2015,Does Training of Cognitive and Metacognitive Regulatory Processes Enhance Learning and Deployment of Processes with Hypermedia?,"In this study we examined the effectiveness of self-regulated learning (SRL) training in facilitating college students’ science learning with hypermedia. Sixty (N = 60) undergraduate students were randomly assigned to either a training condition or a control condition and used a hypermedia environment to learn about the circulatory system conducted overall several days. We collected self-report and performance data as well as concurrent think-aloud protocols throughout the various stages to training. Overall, there were no significant differences on several learning outcome measures between conditions. However, those in the training condition remembered significantly more declarative knowledge of cognitive and metacognitive strategies. Lastly, think-aloud protocol data showed significant differences in the use of the SRL processes immediately following training, but not following a 3-week interval on a hypermedia transfer task. The results have implications for the design of training methods and intelligent tutoring systems.",>Roger Azevedo>Amy Johnson>Candice Burkett,>North Carolina State University>Arizona State University>University of Illinois at Chicago,https://mindmodeling.org/cogsci2015/papers/0034/index.html
2015,Landmarks in motion: Unstable entities in route directions,"In the present study, we investigate if speakers refer to moving entities in route directions (RDs). On the one hand, there is a general agreement that landmarks are perceptually salient and stable objects. On the other hand, animated movement attracts visual attention, making entities intrinsically salient. In two experiments we tested to what extent people are prepared to use moving entities. Our results show that participants mention moving entities when the communicative setting affords such references (route directions as a joint communicative action) and when the movement is informative for the place where a turn should be taken.",>Adriana Alexandra Baltaretu>Emiel Krahmer>Alfons Maes,">TiCC, Tilburg University>TiCC, Tilburg University>TiCC, Tilburg University",https://mindmodeling.org/cogsci2015/papers/0035/index.html
2015,A dynamic neural field model of self-regulated eye movements during category learning,"Computational models of category learning and attention have historically focused on capturing trial and experiment level interactions between attention and decision. However, evidence has been accumulating that suggests that the moment-to-moment attentional dynamics of an individual affects both their immediate decision-making processes as well as their overall learning performance. To extend the scope of these formal theories requires a modeling approach that can index fine-grained decision-making at millisecond time scales. Here we implement a model of eye movements during category learning using concepts from Dynamic Neural Field Theory research. Our model uses a combination of timing signals, spatial competition and Hebbian association to simultaneously account for a number of foundational attentional efficiency results from eye tracking and category learning. We report the results of fitting this model to accuracy, fixation probabilities, fixation counts and fixation duration data in 42 subjects from a standard category learning experiment.",>Jordan Barnes>Mark Blair>Paul Tupper>R Calen Walshe,>Simon Fraser University>Simon Fraser University>Simon Fraser University>University of Edinburgh,https://mindmodeling.org/cogsci2015/papers/0036/index.html
