Year,Title,Abstract,Authors,Affiliations,URL
2017,Anthropological Contributions to Cognitive Science,"Anthropology was a founding member of cognitive science (Bender et al., 2010; Gardner, 1985), sharing with other cognitive disciplines a deep interest in thinking and behavior. With its unique expertise in the cultural content, context, and constitution of cognition, it would still be essential to any comprehensive endeavor to explore the human mind (Bloch, 2012), but rather has turned into cognitive science’s “missing discipline” (Boden, 2006), thus leaving important questions unanswered or even unasked. Given that substantial shares of knowledge are implicit and that cognition is situated, distributed, embodied, and grounded in various other ways, anthropological approaches provide privileged access to investigation: for arriving at reasonable hypotheses, ensuring ecological validity, and even for coming up with new research questions and paradigms (Astuti & Bloch, 2012; Hutchins, 2010; Nersessian, 2006).",>Andrea Bender>Sieghard Beller>Rita Astuti>Olivier Le Guen>Karenleigh Overmann>Peter Rácz>Fiona Jordan>Mads Solberg,">University of Bergen, Bergen, Norway>University of Bergen, Norway>LSE, UK>CIESAS, Mexico>University of Colorado, Colorado Springs, Colorado, United States>U Bristol, UK>U Bristol, UK>University of Bergen, Bergen, Norway",https://mindmodeling.org/cogsci2017/papers/0011/index.html
2017,"Static and dynamic visual narratives, by brain and by eye","Narrative has been studied for millennia, though recent attention in the cognitive sciences has turned towards visual narratives like those found in comics (Cohn, 2013a) and films (Zacks, 2014). Most agree that the basic principles guiding comprehension involve principles that extend across the verbal and visual domains (Cohn, 2013b; Gernsbacher, 1990; Magliano & Zacks, 2011). However, visual units of narrative—both drawn and moving—demand different affordances to retrieve and integrate information. [...] This symposium highlights this growing field within the cognitive sciences. First, the presentations focus on visual narratives of both types: static, drawn narratives, and dynamic, moving ones. Second, they split their focus between eye-tracking and cognitive neuroscience. Together, these presentations will highlight the relevance of visual narratives for studying many facets of cognition, including attention, events, narrative, and discourse.",>Neil Cohn>Tom Foulsham>Tim Smith>Jeff Zacks,">Tilburg University, Tilburg, Netherlands>University of Essex>Birkbeck, University of London>Washington University",https://mindmodeling.org/cogsci2017/papers/0012/index.html
2017,Game-XP: Action Games as Cognitive Science Paradigms,"This Symposium is inspired by the recent Action Games as Experimental Paradigms for Cognitive Science (Game- XP), issue of Topics in Cognitive Science (topiCS), April 2017‘ . It includes late-breaking work from some of the researchers represented in that topic as well as new work by new researchers.",>Wayne Gray>Ray Perez>Martin Butz>Stuart Reeves>Matthew Sangster>Tom Stafford>Fernand Gobet,>Rensselaer Polytechnic Institute>Office of Naval Research>Universität Tübingen>University of Nottingham>Rensselaer Polytechnic Institute>University of Sheffield>University of Liverpool,https://mindmodeling.org/cogsci2017/papers/0013/index.html
2017,Educating Spatial Thinking for STEM Success,"In recent years there has been new recognition of the importance of spatial thinking in Science, Technology, Engineering and Mathematics (STEM) disciplines, in part because of evidence that spatial ability predicts success and persistence in STEM (Wai, Lubinski & Benbow, 2009), but is not fostered in our educational systems (National Research Council, 2006). Based on this evidence, current approaches aim to increase science achievement by training the types of general spatial skills measured by spatial ability tests. However, although there is considerable evidence that these spatial skills can be trained (Uttal, et al., 2013), there has been little evidence to date that training of general spatial skills transfers to success in STEM disciplines (Stieff & Uttal, 2015).",>Mary Hegarty>David Uttal>Mike Stieff>Tom Lowrie>Stella Vosniadou,">University of California, Santa Barbara>Northwestern University>University of Illinois at Chicago>University of Canberra>Flinders University",https://mindmodeling.org/cogsci2017/papers/0014/index.html
2017,Symposium on Problem Solving and Goal-Directed Sequential Activity,"Problem solving is one of the hallmarks of human cognition. This term covers a wide range of behaviors, including abilities for solving unfamiliar puzzles, designing new artifacts, generating extended plans, and pursuing complex routine activities. They can involve reasoning, subgoaling, recognizing alternatives, evaluating them, and guiding search through large spaces. The study of problem solving played a crucial role in the early development of cognitive science as a field. Research on this topic revealed basic insights about the representations and processes that underlie high-level cognition. However, in recent years work on this topic has been poorly represented at the annual Cognitive Science meeting. Research has continued and advances have occurred, but have been reported mainly in other venues. This symposium aims to address that situation. We have recruited participants with impressive track records in different aspects of problem solving. Together, they will cover a variety of phenomena and computational perspectives.",>Pat Langley>Richard Cooper,">ISLE, Palo Alto, California, United States>Birkbeck, University of London, London, England, United Kingdom",https://mindmodeling.org/cogsci2017/papers/0015/index.html
2017,LUCID science: Advancing learning through human-machine cooperation,"This symposium presents four collaborative research projects conducted as part of LUCID, a unique cross-disciplinary graduate training program funded by the NSF’s National Research Traineeship mechanism. LUCID trains scientists from computational and behavioral disciplines to advance basic and applied research in domains where machines are used to instruct, predict, understand, respond to or learn from human users. Such human-machine interactions have a remarkably broad range of application—in public and private education across the lifespan, industry and information technology, public and private health management, social networking and communication, robotics and human-computer interaction, national security, public policy, and, of course, basic research into the nature of learning, cognition, and intelligent behavior.",>Timothy Rogers>Charles Kalish,">Psychology, University of Wisconsin-Madison>Educational Psychology, University of Wisconsin-Madison",https://mindmodeling.org/cogsci2017/papers/0016/index.html
2017,Intuitive Biology and Global Challenges: Applying Theoretical Insights for Public Good,"Questions about science literacy and the rejection of scientific consensus are once again in the spotlight, with freshly-ignited debate over the facts of climate change and the teaching of evolution. In recent years, cognitive science research has highlighted the range of cognitive, motivational and emotional factors that contribute to science acceptance. We focus on a specific strand of this research, related to the concepts and intuitions deployed in reasoning about the biological world. Our core aims are two-fold: to advance key theoretical debates via the presentation of new empirical data, and to highlight emerging best-practice in translating this basic research into applied tools in both formal learning and informal communication contexts. A defining feature of our symposium is the inclusion of nascent research programs exploring the role of biological reasoning in newly-emerging domains of public debate (e.g. synthetic biology), alongside more established research areas (e.g. climate change & evolutionary theory).",>Lauren Swiney>Deborah Kelemen>Andrew Shtulman>John Coley>Nicole Betz>Stefaan Blancke,">University of Warwick>Boston University>Occidental College>Northeastern University, Boston>Northeastern University, Boston>Ghent University",https://mindmodeling.org/cogsci2017/papers/0017/index.html
2017,Time in the mind of a child: Perspectives on the development of temporal cognition,"The ways in which we experience and reason about time are fundamental aspects of human cognition. Both philosophers and cognitive scientists have struggled to explain the origins of our multifaceted, abstract concept of time. One means of exploring the nature of time in the adult mind is by asking how the ability to mentally represent and reason about time develops in children. Although some aspects of temporal cognition, like low-level duration perception, are present at birth, others, like using a clock, take up to a decade to learn. By tracking how different time-related cognitive phenomena emerge and change across development, we may gain a fuller picture of how the many facets of time interrelate, including the biological and cultural factors that underlie them. This symposium brings together researchers from around the world to discuss five different aspects of children’s temporal cognition, each of which change dramatically during the preschool years.",>Katharine Tillman>Florie Monier>Meng Zhang>Jonathan Redshaw>Teresa McCormack,">University of California, San Diego, USA>Université Clermont Auvergne, France>Rutgers University, USA>University of Queensland, Australia>Queens University Belfast, Northern Ireland, UK",https://mindmodeling.org/cogsci2017/papers/0018/index.html
2017,Big Data and Little Learners,"Recent advances in the data sciences, particularly within the area of language technology, have been impressive and non-incremental. For example, within the domain of language translation, the application of deep Long Short Term Memory (LSTM) neural networks to large bodies of text have resulted in a 60% reduction in translation errors from traditional methods, significantly closing the gap between machine and human performance (Wu et al., 2016). Similarly impressive advances have been observed in, e.g., speech recognition (Hinton et al., 2012), syntactic parsing (Dyer et al., 2015) and automatic content extraction (Berant et al., 2015). Clearly, excitement is justified as a new era of linguistic technology is emerging. But should this excitement lead to a fundamental rethinking of our theories of child language and cognition?",>John Trueswell>Linda Smith>Josh Tenenbaum>Charles Yang,>University of Pennsylvania>Indiana University>Massachusetts Institute of Technology>University of Pennsylvania,https://mindmodeling.org/cogsci2017/papers/0019/index.html
2017,Burstiness across multimodal human interaction reveals differences between verbal and non-verbal communication,"Recent studies of naturalistic face-to-face communication have demonstrated temporal coordination patterns such as the synchronization of verbal and non-verbal behavior, which provides evidence for the proposal that verbal and non-verbal communicative control derives from one system. In this study, we argue that the observed relationship between verbal and non-verbal behaviors depends on the level of analysis. In a re-analysis of a corpus of naturalistic multimodal communication (Louwerse et al., 2012), we focus on measuring the temporal patterns of specific communicative behaviors in terms of their burstiness. We examined burstiness estimates across different roles of the speaker and different communicative channels. We observed more burstiness for verbal versus non-verbal channels, and for more versus less informative language sub-channels. These findings demonstrate a new method for analyzing temporal patterns in communicative behaviors, and they suggest a more complex relationship between verbal and non-verbal channels than suggested by prior studies.",>Drew Abney>Rick Dale>Chris Kello>Max Louwerse,">Indiana University, Bloomington, Indiana, USA>University of California, Merced>University of California, Merced>Tilburg University, Tilburg, Netherlands",https://mindmodeling.org/cogsci2017/papers/0020/index.html
2017,Enactive Mechanistic Explanation of Social Cognition,"In this paper we examine an enactive approach to social cognition, a species of radical embodied cognition typically proposed as an alternative to traditional cognitive science. According to enactivists, social cognition is best explained by reference to the social unit rather than the individuals that participate in it. We identify a methodological problem in this approach, namely a lack of clarity with respect to the model of explanation it adopts. We review two complaints about a mechanistic explanatory framework, popular in traditional cognitive science, that prevent enactivists from embracing it. We argue that these complaints are unfounded and propose a conceptual model of enactive mechanistic explanation of social cognition.",>Ekaterina Abramova>Marc Slors>Iris van Rooij,">Radboud University Nijmegen; Donders Institute for Brain, Cognition, and Behaviour>Radboud University Nijmegen>Radboud University Nijmegen; Donders Institute for Brain, Cognition, and Behaviour",https://mindmodeling.org/cogsci2017/papers/0021/index.html
2017,Human Visual Search as a Deep Reinforcement Learning Solution to a POMDP,When people search for a target in a novel image they often make use of eye movements to bring the relatively high acuity fovea to bear on areas of interest. The strategies that control these eye movements for visual search have been of substantial scientific interest. In the current article we report a new computational model that shows how strategies for visual search are an emergent consequence of perceptual/motor constraints and approximately optimal strategies. The model solves a Partially Observable Markov Decision Process (POMDP) using deep Q-learning to acquire strategies that optimise the trade-off between speed and accuracy. Results are reported for the Distractor-ratio task.,>Aditya Acharya>Xiuli Chen>Christopher Myers>Richard Lewis>Andrew Howes,">University of Birmingham, Birmingham>The University of Birminham, Birmingham>Air Force Research Laboratory>UMichigan>University of Birmingham",https://mindmodeling.org/cogsci2017/papers/0022/index.html
2017,Executive function and attention predict low-income preschoolers' active category learning,"Recent studies find that school-age children learn better when they have active control during study. Yet little is known about how individual differences in strategy or cognitive control skills may affect active learning for preschoolers, nor if experimental measures of active learning map onto real-world learning outcomes. The current study assesses 101 low-income 5-year-olds on an active category learning task, and measures of executive function, attention, and school readiness. We find that preschoolers use an informative sampling strategy for categories defined by stimuli features in 1D and when presented with a distractor dimension (2D). Children accurately classify in 1D, but show mixed performance in 2D. Attention predicts sampling accuracy, and working memory and inhibitory control predict classification accuracy. Performance in the active learning task predicts early math and pre-literacy skills. These findings suggest that trial-by-trial learning decisions may reveal insight into how cognitive control skills support the acquisition of knowledge.",>Katherine A. Adams>George Kachergis,">New York University; New York City, New York>Radboud University; Donders Institute for Brain, Cognition and Behavior",https://mindmodeling.org/cogsci2017/papers/0023/index.html
2017,Simulating behavioural interventions for developmental deficits: When improving strengths produces better outcomes than remediating weaknesses,"Computational models of cognitive development have been frequently used to model impairments found in developmental disorders but relatively rarely to simulate behavioural interventions to remediate these impairments. One area of controversy in practices of intervention is whether it is better to attempt to remediate an area of weakness or to build on the child’s strengths. We present an artificial neural network model of productive vocabulary development simulating children with word-finding difficulties. We contrast an intervention to remediate weakness (additional practice on naming) with interventions to improve strengths (improving phonological and semantic knowledge). Remediating weakness served to propel the system more quickly along the same atypical trajectory, while improving strengths produced long-term increases in final vocabulary size. A combination yielded the best outcome. The model represents the first mechanistic demonstration of how interventions targeting strengths may serve to improve behavioural outcomes in developmental disorders.",>Hala Alireza>Anna Fedor>Michael Thomas,">Developmental Neurocognition Lab, Birkbeck, University of London>2MTA-ELTE Theoretical Biology and Evolutionary Ecology Research Group, Budapest>Developmental Neurocognition Lab, Birkbeck, University of London",https://mindmodeling.org/cogsci2017/papers/0024/index.html
2017,A Bayesian Model of Memory for Text,"The study of memory for texts has had an long tradition of research in psychology. According to most general accounts of text memory, the recognition or recall of items in a text is based on querying a memory representation that is built up on the basis of background knowledge. The objective of this paper is to describe and test a Bayesian model of this general account. In particular, we develop a model that describes how we use our background knowledge to form memories as a process of Bayesian inference of the statistical patterns that are inherent in a text, followed by posterior predictive inference of the words that are typical of those inferred patterns. This provides us with precise predictions about what words will be remembered from any given text. We then test these predictions using data from a memory experiment using texts from a corpus of British English.",>Mark Andrews,>Nottingham Trent University,https://mindmodeling.org/cogsci2017/papers/0025/index.html
2017,Numbers Uniquely Bias Spatial Attention: A Novel Paradigm for Understanding Spatial-Numerical Associations,"Over the past two-and-a-half decades, numerous empirical studies have demonstrated a relationship between numbers and space. A classic interpretation is that these spatial-numerical associations (SNAs) are a product of a stable mental number line (MNL) in the mind, yet others have argued that SNAs are a product of transient mappings that occur in working memory. Importantly, although the latter interpretation has no implications for the representation of number, the former suggests that the representation of number is inherently spatial. Here, we tease apart questions of spatial representation (à la an MNL perspective) and spatial strategy (à la alternative accounts). In a novel place-the-number task, we demonstrate that numbers automatically bias spatial attention whereas other ordinal sequences (i.e., letters) do not. We argue that this is evidence of an inherently spatial representation of number and explore how this work may help answer future questions about the relationship between space and number.",>Lauren Aulet>Sami Yousif>Stella Lourenco,>Emory University>Yale University>Emory University,https://mindmodeling.org/cogsci2017/papers/0026/index.html
2017,Highly Proficient Bilinguals Maintain the Language-Specific Pragmatic Constraints on Pronouns: Evidence from Speech and Gesture,"In this paper, we study the two modalities of language, speech and gesture, and ask how they reveal cross-linguistic influence on the use of subject pronouns in bilingual narratives. We elicited narratives from heritage speakers of Turkish in the Netherlands, in both Turkish (pro-drop) and Dutch (non-pro-drop), as well as from monolingual control groups. The use of pronouns was not very common in monolingual Turkish and was constrained by pragmatic contexts, unlike in Dutch. Furthermore, Turkish pronouns were more likely to be accompanied by localized gestures than Dutch pronouns, presumably because pronouns in Turkish are pragmatically marked forms. We did not find cross-linguistic influence in bilingual speech or gesture patterns: Highly proficient heritage speakers maintain monolingual patterns of pragmatic constraints on the use of pronouns multimodally. We suggest that speech and gesture parallel each other also in bilingual production in language contact contexts.",>Zeynep Azar>Ad Backus>Aslı Özyürek,">Radboud University
International Max Planck Research School for Language Sciences>Tilburg University>Radboud University
Max Planck Institute for Psycholinguistics
Donders Center for Cognition",https://mindmodeling.org/cogsci2017/papers/0027/index.html
2017,Rise and fall of conflicting intuitions during reasoning,"Recent dual process models proposed that the strength of competing intuitions determines reasoning performance. A key challenge at this point is to search for boundary conditions; identify cases in which the strength of different intuitions will be weaker/stronger. Therefore, we ran two studies with the two-response paradigm in which people are asked to give two answers to a given reasoning problem. We adopted base-rate problems in which base rate and stereotypic information can cue conflicting intuitions. By manipulating the information presentation order, we aimed to manipulate their saliency; and by that, indirectly the activation strength of the intuitions. Contrary to our expectation, we observed that the order manipulation had opposite effects in the initial and final response stages. We explain these results by taking into account that the strength of intuitions is not constant but changes over time; they have a peak, a growth, and a decay rate.",>Bence Bago>Wim De Neys,">Paris Descartes University, Paris, France>Paris Descartes University, Paris, France",https://mindmodeling.org/cogsci2017/papers/0028/index.html
2017,The Refugees' Dilemma: not all deontological moral choices are of the same kind,"The focus of the present work concerns the nature of deontological decisions. We test the hypothesis that it is possible to specify deontological moral choices based on an unemotional rule, norm or principle and that such moral choices can be distinguished from emotion-driven ones. Using a novel paradigm for moral choice that we call The Refugees’ Dilemma, we provide evidence for such a rule- based route to moral choice. We show that participants with high scores in a Cognitive Reflection Test (CRT) were more likely to adopt utilitarian or rule-based responses, as opposed to emotional ones. We also found that rule-based respondents reported the highest average psychological distance, more so that even utilitarian respondents. These findings show how emotional and rule-based influences can be separated with the appropriate scenario and challenges the approach of assuming both influences can be combined into a single deontological route in dual-process models.",>Albert Barque-Duran>Emmanuel Pothos,">City, University of London, London, United Kingdom>City, University of London, London, United Kingdom",https://mindmodeling.org/cogsci2017/papers/0029/index.html
2017,I know what you need to know: Children's developing theory of mind and pedagogical evidence selection,"Natural pedagogy emerges early in development (Knudsen & Liszkowski, 2012), but good teaching requires presenting evidence specific to learners' knowledge (Shafto, Goodman, & Griffiths, 2014). How might the development of Theory of Mind (ToM) relate to the ability to select pedagogical evidence? We present a training study in which we investigated the link between preschool-aged children's false-belief understanding and their ability to select evidence for teaching. Our results suggest that children with more advanced ToM abilities were better evidence selectors, even when controlling for effects of age and numerical conservation abilities. We also found that children who improved more in false-belief understanding from pre- to post-test performed better on the pedagogical tasks over the course of the training. Finally, we report tentative evidence for a link between the pedagogical training and improvements in ToM. Our findings suggest important connections between ToM and evidential reasoning in natural pedagogy in early childhood.",>Ilona Bass>Elizabeth Bonawitz>Patrick Shafto>Dhaya Ramarajan>Alison Gopnik>Henry Wellman,">Rutgers University - Newark>Rutgers University - Newark>Rutgers University - Newark>Independent Scientist>University of California, Berkeley>University of Michigan",https://mindmodeling.org/cogsci2017/papers/0030/index.html
2017,"Didn't know, or didn't show? Preschoolers consider epistemic state and degree of omission when evaluating teachers","The ability to recognize and evaluate reliable informants is a critical skill for effective social learning. Building on prior work showing children's sensitivity to informants who omit relevant information, here we asked whether children's teacher evaluations incorporate information about 1) the epistemic state of the teacher, and 2) the amount and value of information taught. Preschool-aged children rated informants who taught learners about a novel toy with four functions; we systematically varied the number and value of functions the teachers knew and taught. Our results indicate that children exonerated unintentional omissions of teachers who had incomplete knowledge, and provided graded ratings based on the degree of omission. These findings are consistent with the predictions of prior computational work, and suggest that the ability to reason about others' knowledge plays an important role in children's inferences about others' efficacy as informants.",>Ilona Bass>Elizabeth Bonawitz>Hyowon Gweon,>Rutgers University - Newark>Rutgers University - Newark>Stanford University,https://mindmodeling.org/cogsci2017/papers/0031/index.html
2017,Modeling human categorization of natural images using deep feature representations,"Over the last few decades, cognitive scientists have developed sophisticated formal models of human categorization, and computer vision researchers have achieved increasingly impressive performance in natural image classification. In this paper, we combine the strengths of these approaches, using representations from a convolutional neural network to evaluate cognitive models of categorization against >300,000 human judgments of natural images. We find that a prototype model performs best overall, and that an exemplar model performs best when the network's most abstract features are used. Altogether, our results demonstrate that the optimal categorization strategy over a set of stimuli is deeply linked to how they are represented, suggesting that any satisfying characterization of categorization behavior over naturalistic stimuli must consider it the result of a dual process of feature learning and strategy selection. The paradigm we present herein offers one avenue to begin this undertaking.",>Ruairidh Battleday>Joshua Peterson>Tom Griffiths,">Helen Wills Neuroscience Institute; University of California, Berkeley, Berkeley, California, USA>Department of Psychology, University of California, Berkeley, Berkeley, CA, USA>Department of Psychology, University of California, Berkeley, Berkeley, CA, USA",https://mindmodeling.org/cogsci2017/papers/0032/index.html
2017,Semantic Typology and Parallel Corpora: Something about Indefinite Pronouns,"Patterns of crosslinguistic variation in the expression of word meaning are informative about semantic organization, but most methods to study this are labor intensive and obscure the gradient nature of concepts. We propose an automatic method for extracting crosslinguistic co-categorization patterns from parallel texts, and explore the properties of the data as a potential source for automatically creating semantic representations for cognitive modeling. We focus on indefinite pronouns, comparing our findings against a study based on secondary sources (Haspelmath 1997). We show that using automatic methods on parallel texts contributes to more cognitively-plausible semantic representations.",>Barend Beekhuizen>Julia Watson>Suzanne Stevenson,>University of Toronto>University of Toronto>University of Toronto,https://mindmodeling.org/cogsci2017/papers/0033/index.html
2017,"How Relative is the Relative Frame of Reference? Front and back in Norwegian, Farsi, German, and Japanese","Across languages, people differ in which of the three basic frames of reference (FoRs) they prefer when describing spatial relations: absolute, intrinsic, or relative. But how much variation is there with regard to the relative FoR, which is anchored in the observer and occurs as one of three variants? Is the reflection variant canonical, as assumed by many scholars? And how are objects in a person’s back referred to: by turning towards the objects? Results from two studies, one with speakers of Norwegian and Farsi, the other with speakers of German and Japanese, reveal that reflection is not canonical, but that translation and even rotation are used as well. In addition, turning towards objects arranged in a person’s back is very rare; what people use instead is a backward projection strategy that goes without rotation.",>Sieghard Beller>Andrea Bender,">University of Bergen, Norway>University of Bergen, Bergen, Norway",https://mindmodeling.org/cogsci2017/papers/0034/index.html
2017,Quantifying infants' statistical word segmentation: a meta-analysis,"Theories of language acquisition and perceptual learning increasingly rely on statistical learning mechanisms. The current meta-analysis aims to clarify the robustness of this capacity in infancy within the word segmentation literature. Our analysis reveals a significant, small effect size for conceptual replications of Saffran, Aslin, & Newport (1996), and a nonsignificant effect across all studies that incorporate transitional probabilities to segment words. In both conceptual replications and the broader literature, however, statistical learning is moderated by whether stimuli are naturally produced or synthesized. These findings invite deeper questions about the complex factors that influence statistical learning, and the role of statistical learning in language acquisition.",>Alexis Black>Christina Bergmann,">University of British Columbia, Vancouver, BC, Canada>Ecole Normale Supérieure, Paris, France",https://mindmodeling.org/cogsci2017/papers/0035/index.html
