Year,Title,Abstract,Authors,Affiliations,URL
2016,The cultural evolution of cognition,"As humans, we share most of our biological make-up with our closest primate relatives, yet we stand out not just from them but from all other species with respect to our cultural diversity, our capacity for language, and particularly our cognitive skills. While of prime interest for the field of cognitive science, the still-open question of which factors gave rise to human uniqueness has rarely surfaced at its conferences or in its journals. A hallmark of humankind, our propensity for engaging in social interactions and cultural transmission, is likely one of the most essential pre-conditions of cognitive evolution, accompanied by both language (Christiansen & Kirby, 2003) and material culture (Malafouris, 2013). Accounting for evolutionary change in human cognition thus requires new conceptual frameworks that view our psychological, behavioral, and material capabilities as interacting in complex manners in a continuous process of co-evolution (Richerson & Christiansen, 2013).",>Sieghard Beller>Andrea Bender>Christine Caldwell>Morten Christiansen>Karenleigh Overmann>Kenny Smith,">University of Bergen, Norway>University of Bergen, Norway>University of Stirling, UK>Cornell University, US>University of Oxford, United Kingdom>University of Edinburgh, UK",https://mindmodeling.org/cogsci2016/papers/0016/index.html
2016,Brain Science and Education: Is it Still a Bridge Too Far?,"Does neuroscience have the potential to inform education? In this debate, three participants will describe emerging results in neuroscience with translatable links to learning and memory. Experts in learning sciences will discuss connections as well as limits in the ways that neuroscience can inform education at the individual and classroom levels. Although significant progress has been made in our understanding of how the brain learns and remembers, the question for this symposium is whether this progress does or can provide a direct bridge from brain science to education.",>Ray Perez>Danielle McNamara>Gregg Solomon>Wayne Gray,>Office of Naval Research>Arizona State University>National Science Foundation>Rensselaer Polytechnic Institute,https://mindmodeling.org/cogsci2016/papers/0017/index.html
2016,"Research at the Interface of Cognition, Education, and Disciplinary Science","Meeting the challenges of the 21st century will require both workers who are highly competent in fields of science and engineering and citizens who have a high degree of science literacy. Accomplishing these goals will, in turn, require changes to undergraduate science and engineering education (National Research Council, 2012). With their expertise in learning, memory, problem solving, and diagrammatic and spatial reasoning, cognitive scientists are ideally situated to make important contributions to this endeavor.",>Laura Novick>Mary Hegarty>Richard Catrambone>John Pani>Thomas Shipley,">Vanderbilt University>University of California, Santa Barbara>Georgia Institute of Technology>University of Louisville>Temple University",https://mindmodeling.org/cogsci2016/papers/0018/index.html
2016,Beyond the language explosion: What gradual word learning tells us about conceptual development,"For the past 50 years, language acquisition researchers have explored the fascinating question of “the language explosion”: how children are able to rapidly acquire hundreds to thousands of new words in a brief period of time. Focusing primarily on how basic-level nouns, such as “cup,” are quickly mapped to visible objects, researchers have proposed several constraints guiding early word learning. Their insights include the principle of mutual exclusivity, the whole object bias, the principle of contrast, fast mapping, and the notion of “comprehension before production.” In striking contrast, we here explore the claim that in some cases, despite early production, children require additional months or even years to achieve adult-like comprehension. This symposium brings together researchers studying five conceptual domains in which children’s word meanings evolve gradually, to explore the inferential processes children use to overcome their early assumptions and acquire adult meanings.",>Katharine Tillman>Katie Wagner>Junyi Chu>Mutsumi Imai>Barbara Malt>Sherri Widen>Marilyn Shatz,">University of California, San Diego>University of California, San Diego>University of California, San Diego>Kaio University, Japan>Lehigh University>Stanford University>University of Michigan",https://mindmodeling.org/cogsci2016/papers/0019/index.html
2016,"Aligning implicit learning and statistical learning: Two approaches, one phenomenon","The past 15-20 years have witnessed a particularly strong interest in our ability to rapidly extract structured information from the environment. This fundamental process of human cognition is widely believed to underpin many complex behaviors – from language development and social interaction to intuitive decision making and music cognition – so this interest spans practically all branches of cognitive science. Research on this topic can be found in two related, yet traditionally distinct research strands, namely ""implicit learning"" (Reber, 1967) and ""statistical learning"" (Saffran, Aslin, & Newport, 1996).",>Patrick Rebuschat>Padraic Monaghan>Rebecca Gomez>Gary Dell>Nathaniel Anderson>Christopher Conway,">Lancaster University>Lancaster University>University of Arizona, Tucson>University of Illinois at Urbana-Champaign>University of Illinois at Urbana-Champaign>Georgia State University",https://mindmodeling.org/cogsci2016/papers/0020/index.html
2016,Higher-Level Goals in the Processing of Human Action Events,"The concept of a goal critically separates dynamic events involving humans from other events. Human behaviours are motivated by goals, which are known to the actor but typically inferred on the part of the observer. Goals can be hierarchical in nature, such that a collection of sub-goals (e.g., getting a mug, boiling water) can be nested under a higher-level goal (e.g., making tea), which can be further nested under an even higher-level goal (e.g., making breakfast). Goals thus provide unique structure for representing complex dynamic events.",>Michelle Eisenberg>Jeffrey Zacks>Shaney Flores>Lauren Howard>Amanda Woodward>Jeff Loucks>Andrew Meltzoff>Rick Cooper,">Washington University in St. Louis>Washington University in St. Louis>Washington University in St. Louis>Franklin and Marshall College>University of Chicago>University of Regina>University of Washington>Birkbeck, University of London, London, England, United Kingdom",https://mindmodeling.org/cogsci2016/papers/0021/index.html
2016,Concepts from Event Semantics in Cognition,"Common sense intuition distinguishes between events and regular objects; events happen, after all, and objects don't. This distinction is deployed in linguistics, psychology and philosophy. Linguists say that sentences describe events, while nouns describe objects. Psychologists describe the principles of event perception, and philosophers debate the metaphysics of event identity. But how do these various discussions relate to each other?",>Alexis Wellwood>Jeremy Kuhn>Philippe Schlenker>Carlo Geraci>Brent Strickland>Susan Hespos>Lance Rips>E. Matthew Husband>Alexander Williams,">Northwestern University>École Normale Supérieure, PSL Research University Institut Jean Nicod (ENS, EHESS, CNRS)>École Normale Supérieure, PSL Research University Institut Jean Nicod (ENS, EHESS, CNRS)>École Normale Supérieure, PSL Research University Institut Jean Nicod (ENS, EHESS, CNRS)>École Normale Supérieure, PSL Research University Institut Jean Nicod (ENS, EHESS, CNRS)>Northwestern University>Northwestern University>University of Oxford>University of Maryland",https://mindmodeling.org/cogsci2016/papers/0022/index.html
2016,Investigating the Effects of Transparency and Ambiguity on Idiom Learning,"The purpose of this study was to learn how transparency and ambiguity affect idiom learning. To start, 157 French idioms were translated to English and normed for familiarity, transparency, and ambiguity. Experiment 1 was a training study in which 32 of these idioms were taught to 25 native English speakers over two days of training. A cued recall test during a third session showed a reliable effect of transparency, but performance was close to ceiling. In Experiment 2, the amount of training was reduced to one session and a semantic relatedness test was included after the cued recall test. The results of Experiment 2 suggest that high transparency idioms are recalled with greater accuracy in a cued-recall test but low transparency idioms are recalled with greater accuracy in a semantic relatedness test. No significant effect of or interaction with ambiguity was found.",>Mehrgol Tiv>Evelyn Milburn>Tessa Warren,">University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America>University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America>University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America",https://mindmodeling.org/cogsci2016/papers/0023/index.html
2016,"Explaining December 4, 2015: Cognitive Science Ripped from the Headlines","Do the discoveries of cognitive science generalize beyond artificial lab experiments? Or do they have little hope of helping us to understand real-world events? Fretting on this question, I bought a copy of the Wall Street Journal and found that the three front page headlines each connect to my own research on explanatory reasoning. I report tests of the phenomena of inferred evidence, belief digitization, and revealed truth in real-world contexts derived from the headlines. If my own corner of cognitive science has such explanatory relevance to the real world, then cognitive science as a whole must be in far better shape yet.",>Samuel Johnson,">Yale University, New Haven, CT",https://mindmodeling.org/cogsci2016/papers/0024/index.html
2016,"Modeling category learning using a dual-system approach: A simulation of Shepard, Hovalnd and Jenkins (1961) by COVIS","This paper examines the ability of a dual-system, formal model of categorization COVIS (Ashby, Paul & Maddox, 2011) to predict the learning performance of participants on the six category structures described in Shepard, Hovland and Jenkin’s (1961) seminal study. COVIS assumes that category learning is mediated by two dissociable neural systems that compete to control responding. The verbal system explicitly tests verbalizable rules, whereas the implicit system gradually associates each stimulus with the appropriate response. Although COVIS is highly influential, there are no published evaluations of the formal model against classic category learning data (COVIS is most typically applied heuristically to the design of new experiments). In the current paper, we begin to address this gap in the literature. Specifically, we demonstrate that COVIS is able to accommodate the ordinal pattern found by Shepard et al., provided that adjustments consistent with the model’s theoretical framework are made.",>Charlotte Edmunds>Andy Wills,">Plymouth University, Plymouth, Devon, United Kingdom>Plymouth University",https://mindmodeling.org/cogsci2016/papers/0025/index.html
2016,Using Prior Data to Inform Model Parameters in the Predictive Performance Equation,"The predictive performance equation (PPE) is a mathematical model of learning and retention that attempts to capitalize on the regularities seen in human learning to predict future performance. To generate predictions, PPE’s free parameters must be calibrated to a minimum amount of historical performance data, leaving PPE unable to generate valid predictions for initial learning events. We examined the feasibility of using the data from other individuals, who performed the same task in the past, to inform PPE’s free parameters for new individuals (prior-informed predictions). This approach could enable earlier and more accurate performance predictions. To assess the predictive validity of this methodology, the accuracy of PPE’s individualized and prior-informed predictions before the point in time where PPE can be fully calibrated using an individual’s unique performance history. Our results show that the prior data can be used to inform PPE’s free parameters, allowing earlier performance predictions to be made.",>Michael Collins>Kevin Gluck>Matthew Walsh>Michael Krusmark>Glenn Gunzelmann,>Air Force Research Laboratory>Air Force Research Laboratory>TiER1 Performance Solutions>Air Force Research Laboratory>Air Force Research Laboratory,https://mindmodeling.org/cogsci2016/papers/0026/index.html
2016,Using Statistics to Learn Words and Grammatical Categories: How High Frequency Words Assist Language Acquisition,"Recent studies suggest that high-frequency words may benefit speech segmentation (Bortfeld, Morgan, Golinkoff, & Rathbun, 2005) and grammatical categorisation (Monaghan, Christiansen, & Chater, 2007). To date, these tasks have been examined separately, but not together. We familiarised adults with continuous speech comprising repetitions of target words, and compared learning to a language in which targets appeared alongside high-frequency marker words. Marker words reliably preceded targets, and distinguished them into two otherwise unidentifiable categories. Participants completed a 2AFC segmentation test, and a similarity judgement categorisation test. We tested transfer to a word-picture mapping task, where words from each category were used either consistently or inconsistently to label actions/objects. Participants segmented the speech successfully, but only demonstrated effective categorisation when speech contained high-frequency marker words. The advantage of marker words extended to the early stages of the transfer task. Findings indicate the same high-frequency words may assist speech segmentation and grammatical categorisation.",>Rebecca Frost>Padraic Monaghan>Morten Christiansen,>Lancaster University>Lancaster University>Cornell University,https://mindmodeling.org/cogsci2016/papers/0027/index.html
2016,Modeling Impairments in Lexical Development,"We implemented the connectionist model of social-pragmatic word learning (Caza & Knott, 2012) to test the hypothesis that reduced joint attention between infant and mother would increase the difference in acquisition between nouns and verbs as observed in Autistic Spectrum Disorder (ASD). The ratio of objects to actions in the observed event stream was manipulated to create an original noun-verb asymmetry. Ten simulations were run for each of the combinations of three conditions of communicative reliability and two conditions of unfiltered random associative learning, which is regarded by some researchers as the primary mechanism of language learning in ASD. The simulations indicated that the reduction in the reliability of communicative actions does not lead to increased noun-verb asymmetry within the originally planned training epochs. A trend in the predicted direction appeared toward the end of training, suggesting that further simulations may help resolve the issue within the current architecture.",>Michael Vinos>Angeliki Andrikopoulou>Christina F. Papaeliou>Athanassios Protopapas,">University of Athens, Greece>University of Athens, Greece>University of the Aegean, Greece>University of Athens, Greece",https://mindmodeling.org/cogsci2016/papers/0028/index.html
2016,Monolinguals’ and Bilinguals’ Use of Language in Forming Novel Object Categories,"Monolinguals and bilinguals differ along a number of dimensions, including the way they label existing object categories (Pavlenko & Malt, 2011). In the present study, we asked whether English monolinguals, Spanish-English bilinguals, and English-Spanish bilinguals also differ in the way they use language when forming novel categories. Previous research with monolinguals shows that a shared label encourages children (e.g., Waxman & Markow, 1995) and adults (e.g., Lupyan, Rakison, & McClelland, 2007) to place objects together. Extending this work, we demonstrate that, when two objects shared a Licit Word label like “zeg,” monolinguals and bilinguals alike were encouraged to group them together. Illicit Words like “gxz,”, on the other hand, only influenced the categorization decisions of bilinguals. Thus bilinguals appear to be more flexible in their use of linguistic information in categorization. Neither group made use of non-linguistic cues (patterned frames), suggesting a unique role for language in category formation.",>Sarah Fairchild>Anna Papafragou,>University of Delaware>University of Delaware,https://mindmodeling.org/cogsci2016/papers/0029/index.html
2016,Learning How To Throw Darts: The Effect Of Modeling Type And Reflection On Dart-Throwing Skills,"In this study we investigate the effect of modeling type and reflection on the acquisition of dart-throwing skills, self-efficacy beliefs and self-reaction scores by replicating a study by Kitsantas, Zimmerman, and Cleary (2000). Participants observing a coping model were expected to surpass participants observing a mastery model who in turn were expected to outperform participants who learned without a model. Reflection was hypothesized to have a positive effect. Ninety undergraduate students were tested three times on dart-throwing skills, self-efficacy beliefs, and self-reaction scores. Contrary to what was expected, we found no main effects of modeling type and reflection. No interaction effects were found either. There was an effect of trial, indicating that participants improved dart-throwing skills, self-efficacy beliefs, and self-reaction scores over time. Furthermore, self-efficacy beliefs and dart-throwing skill were highly correlated. Our results suggest that learners do not benefit from observing a model and reflecting, but practice makes perfect.",>Janneke van der Loo>Eefje Frissen>Emiel Krahmer,">Tilburg University, Tilburg, The Netherlands>Tilburg University, Tilburg, The Netherlands>Tilburg University, Tilburg, The Netherlands",https://mindmodeling.org/cogsci2016/papers/0030/index.html
2016,On the Tragedy of Personnel Evaluation,"In social-dilemma situations (public-good games) people may pursue their local, egoistic interests and thereby lower the global, overall payoff of their group and, paradoxically, even their own resulting payoff. One may also speak of intra-individual dilemmas, where people pursue local goals at the expense of their overall utility. Our experiments transfer this idea to personnel evaluation. Participants were put in the position of a Human Resources manager, who should for instance select workers who optimize the overall payoff of the company, rather than those who optimize only their specific payoffs. The results, however, suggest that most, albeit not all, participants tended to focus on directly comparing individuals without considering the overall contribution to a group. Thus employees with the best overall effects for a company may be evaluated the most negatively. This possible ‘tragedy of personnel evaluation’ may have a substantial negative impact on the effectiveness of companies or organizations.",>Momme von Sydow>Niels Braus,">University of Munich, Munich, Germany>University of Heidelberg, Heidelberg",https://mindmodeling.org/cogsci2016/papers/0031/index.html
2016,Are we ON the same page? Monolingual and bilingual acquisition of familiar and novel relational language,"Verbs and prepositions pose significant challenges in second language learning, as languages differ in how they map these relational terms onto events. Second language learners must put aside their language-specific lens to uncover how a new language operates, perhaps having to rediscover semantic distinctions typically ignored in the first language. The current study examines how the acquisition of these novel mappings are affected by characteristics of the learner and of the language to be learned. English monolinguals and Dutch-English bilinguals learned novel terms that corresponded to containment and support relations of either English, Dutch, or Japanese. Results show that English distinctions are learned best across groups, potentially reflecting predispositions in human cognition. No differences were found between monolinguals and bilinguals in any language condition. The characteristics of the language to be learned appear to play a prominent role in the acquisition of novel semantic categories.",>Nathan George>Junko Kanero>Dorothee Chwilla>Daniel Weiss,">Department of Psychology, Penn State University, University Park, PA, 16802 USA>Department of Psychology, Temple University, Philadelphia, PA, 19122 USA>Donders Institute for Brain, Cognition and Behaviour, Radboud University 
Nijmegen, The Netherlands>Department of Psychology, Penn State University, University Park, PA, 16802 USA",https://mindmodeling.org/cogsci2016/papers/0032/index.html
2016,Dissociable effects of cue validity on bias formation and reversal,"In two experiments we manipulated the prior probability of occurrence for two alternatives. After a first learning session, in a second session the cue to bias the decision was reversed. Our investigation shows that subjects are able to learn the reverse bias only when the bias of the first session is in line with their expected outcome. When, during the first session, the actual outcome of the bias is not in line with the expected outcome, there is an inhibition for the reversal bias learning in the second session. We investigate this phenomenon with computational models of choice showing that the inhibition of reversal is due to an increase in the rate at which subjects accumulate evidence for repeated, unexpected stimuli. We discuss a possible theoretical explanation that links this phenomenon to similar results found in the literature on reversal learning and to the effect of novelty on learning.",>Angelo Pirrone>Qi Zhang>Sheng Li,">University of Sheffield, Sheffield, South Yorkshire, United Kingdom>Peking University>Peking University",https://mindmodeling.org/cogsci2016/papers/0033/index.html
2016,Effects of experience in a developmental model of reading,"There is considerable evidence showing that age of acquisition (AoA) is an important factor influencing lexical processing. Early-learned words tend to be processed more quickly compared to later-learned words. The effect could be due to the gradual reduction in plasticity as more words are learned. Alternatively, it could originate from differences within semantic representations. We implemented the triangle model of reading including orthographic, phonological and semantic processing layers, and trained it according to experience of a language learner to explore the AoA effects in both naming and lexical decision. Regression analyses on the model’s performance showed that AoA was a reliable predictor of naming and lexical decision performance, and the effect size was larger for lexical decision than for naming. The modelling results demonstrate that AoA operates differentially on concrete and abstract words, indicating that both the mapping and the representation accounts of AoA were contributing to the model’s performance.",>Ya-Ning Chang>Padraic Monaghan>Stephen Welbourne,">Department of Psychology, Lancaster University, Lancaster, United Kingdom>Department of Psychology, Lancaster University, Lancaster, United Kingdom>Neuroscience and Aphasia Research Unit, University of Manchester, Manchester, United Kingdom",https://mindmodeling.org/cogsci2016/papers/0034/index.html
2016,Differentiating between Encoding and Processing during Sequential Diagnostic Reasoning: An Eye tracking study.,"When finding a best explanation for observed symptoms a multitude of information has to be integrated and matched against explanations stored in memory. Although assumptions about ongoing memory processes can be derived from the process models, little process data exists that would allow to sufficiently test these assumptions. In order to explore memory processes in diagnostic reasoning, 29 participants were asked to solve a visual reasoning task (the Black Box paradigm) where critical information had to be retrieved from memory. This study focused on differentiating between processes that take place during the encoding and the evaluation of symptom information by comparing eye movement measures (the number of fixation and fixation duration per dwell). Results will be discussed in light of existing theories on sequential diagnostic reasoning. Further, it will be discussed to which extent eye movements can be informative about memory processes underlying sequential diagnostic reasoning.",>Anja Klichowicz>Agnes Scholz>Sascha Strehlau>Josef F. Krems,">Technische Universität Chemnitz, Chemnitz, Saxony, Germany>Technische Universität Chemnitz, Chemnitz, Saxony, Germany>Technische Universität Chemnitz, Chemnitz, Saxony, Germany>Technische Universität Chemnitz, Chemnitz, Saxony, Germany",https://mindmodeling.org/cogsci2016/papers/0035/index.html
